Index,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Rented Bike Count,Autumn,Spring,Summer,Winter,Holiday,No Holiday,Func _No,Func _Yes
276,12,-8.3,35,2.9,1967,-21.0,1.14,0.0,0.0,228,0,0,0,1,0,1,0,1
277,13,-6.9,37,2.4,1955,-19.1,1.22,0.0,0.0,225,0,0,0,1,0,1,0,1
278,14,-5.4,32,2.0,1930,-19.5,1.12,0.0,0.0,258,0,0,0,1,0,1,0,1
279,15,-5.8,30,2.8,2000,-20.6,0.92,0.0,0.0,250,0,0,0,1,0,1,0,1
280,16,-6.0,29,2.8,1983,-21.2,0.58,0.0,0.0,248,0,0,0,1,0,1,0,1
281,17,-7.0,32,2.6,2000,-20.9,0.19,0.0,0.0,305,0,0,0,1,0,1,0,1
282,18,-7.7,36,1.0,2000,-20.2,0.0,0.0,0.0,529,0,0,0,1,0,1,0,1
283,19,-8.2,43,1.1,2000,-18.5,0.0,0.0,0.0,350,0,0,0,1,0,1,0,1
284,20,-8.4,42,1.0,2000,-19.0,0.0,0.0,0.0,260,0,0,0,1,0,1,0,1
285,21,-8.8,43,1.4,1999,-19.1,0.0,0.0,0.0,270,0,0,0,1,0,1,0,1
286,22,-9.0,45,1.3,1999,-18.7,0.0,0.0,0.0,256,0,0,0,1,0,1,0,1
287,23,-9.3,47,2.1,2000,-18.5,0.0,0.0,0.0,173,0,0,0,1,0,1,0,1
288,0,-9.5,48,1.3,1996,-18.4,0.0,0.0,0.0,168,0,0,0,1,0,1,0,1
289,1,-10.2,52,1.6,1997,-18.2,0.0,0.0,0.0,183,0,0,0,1,0,1,0,1
290,2,-10.4,53,1.8,1949,-18.1,0.0,0.0,0.0,120,0,0,0,1,0,1,0,1
291,3,-10.9,55,1.8,1913,-18.1,0.0,0.0,0.0,79,0,0,0,1,0,1,0,1
292,4,-11.4,58,1.3,1907,-18.0,0.0,0.0,0.0,41,0,0,0,1,0,1,0,1
293,5,-11.5,58,1.1,1923,-18.1,0.0,0.0,0.0,68,0,0,0,1,0,1,0,1
294,6,-11.9,57,1.1,1974,-18.7,0.0,0.0,0.0,109,0,0,0,1,0,1,0,1
295,7,-11.7,53,1.6,1998,-19.3,0.0,0.0,0.0,310,0,0,0,1,0,1,0,1
296,8,-11.4,47,3.3,2000,-20.4,0.0,0.0,0.0,591,0,0,0,1,0,1,0,1
297,9,-11.1,46,3.4,1981,-20.4,0.1,0.0,0.0,340,0,0,0,1,0,1,0,1
298,10,-9.5,39,2.1,1875,-20.9,0.6,0.0,0.0,202,0,0,0,1,0,1,0,1
299,11,-8.1,35,1.8,1806,-20.9,0.96,0.0,0.0,251,0,0,0,1,0,1,0,1
300,12,-6.5,30,2.9,1945,-21.2,1.17,0.0,0.0,267,0,0,0,1,0,1,0,1
301,13,-5.8,28,2.9,1887,-21.4,1.23,0.0,0.0,251,0,0,0,1,0,1,0,1
302,14,-4.7,27,2.9,1883,-20.8,1.12,0.0,0.0,240,0,0,0,1,0,1,0,1
303,15,-4.9,26,3.1,1887,-21.5,0.89,0.0,0.0,240,0,0,0,1,0,1,0,1
304,16,-4.5,26,2.2,2000,-21.1,0.56,0.0,0.0,278,0,0,0,1,0,1,0,1
305,17,-5.6,29,1.7,2000,-20.8,0.18,0.0,0.0,392,0,0,0,1,0,1,0,1
306,18,-6.6,33,1.1,2000,-20.2,0.0,0.0,0.0,537,0,0,0,1,0,1,0,1
307,19,-6.6,31,1.6,2000,-20.9,0.0,0.0,0.0,373,0,0,0,1,0,1,0,1
308,20,-7.6,35,0.8,2000,-20.4,0.0,0.0,0.0,263,0,0,0,1,0,1,0,1
309,21,-8.3,39,1.0,2000,-19.8,0.0,0.0,0.0,271,0,0,0,1,0,1,0,1
310,22,-8.9,39,0.1,2000,-20.3,0.0,0.0,0.0,271,0,0,0,1,0,1,0,1
311,23,-9.2,44,0.4,1978,-19.2,0.0,0.0,0.0,174,0,0,0,1,0,1,0,1
312,0,-9.5,50,0.6,1953,-18.0,0.0,0.0,0.0,171,0,0,0,1,0,1,0,1
313,1,-9.8,48,0.8,2000,-18.7,0.0,0.0,0.0,170,0,0,0,1,0,1,0,1
314,2,-10.6,44,0.8,1903,-20.5,0.0,0.0,0.0,107,0,0,0,1,0,1,0,1
315,3,-10.7,48,0.4,1651,-19.6,0.0,0.0,0.0,80,0,0,0,1,0,1,0,1
316,4,-11.0,50,0.8,1718,-19.4,0.0,0.0,0.0,52,0,0,0,1,0,1,0,1
317,5,-10.8,48,0.8,1648,-19.6,0.0,0.0,0.0,62,0,0,0,1,0,1,0,1
318,6,-11.0,55,0.8,1541,-18.2,0.0,0.0,0.0,108,0,0,0,1,0,1,0,1
319,7,-10.9,57,1.1,1387,-17.7,0.0,0.0,0.0,279,0,0,0,1,0,1,0,1
320,8,-10.4,54,1.1,1432,-17.9,0.01,0.0,0.0,621,0,0,0,1,0,1,0,1
321,9,-9.4,44,0.5,1680,-19.4,0.13,0.0,0.0,305,0,0,0,1,0,1,0,1
322,10,-7.7,43,0.9,1555,-18.1,0.35,0.0,0.0,189,0,0,0,1,0,1,0,1
323,11,-6.1,38,1.0,1587,-18.1,0.52,0.0,0.0,247,0,0,0,1,0,1,0,1
324,12,-4.9,34,1.3,1768,-18.3,0.6,0.0,0.0,278,0,0,0,1,0,1,0,1
325,13,-3.8,32,0.9,1827,-18.1,0.52,0.0,0.0,282,0,0,0,1,0,1,0,1
326,14,-2.7,28,0.7,1857,-18.7,0.65,0.0,0.0,294,0,0,0,1,0,1,0,1
327,15,-2.5,29,1.1,1667,-18.1,0.48,0.0,0.0,301,0,0,0,1,0,1,0,1
328,16,-2.4,28,0.9,1878,-18.4,0.35,0.0,0.0,335,0,0,0,1,0,1,0,1
329,17,-2.9,31,0.6,1723,-17.7,0.09,0.0,0.0,382,0,0,0,1,0,1,0,1
330,18,-3.5,35,1.1,1414,-16.7,0.0,0.0,0.0,612,0,0,0,1,0,1,0,1
331,19,-4.2,40,0.9,1216,-15.8,0.0,0.0,0.0,410,0,0,0,1,0,1,0,1
332,20,-4.8,43,1.1,1397,-15.4,0.0,0.0,0.0,277,0,0,0,1,0,1,0,1
333,21,-4.8,45,0.8,1351,-14.9,0.0,0.0,0.0,316,0,0,0,1,0,1,0,1
334,22,-4.9,44,1.1,1369,-15.3,0.0,0.0,0.0,309,0,0,0,1,0,1,0,1
335,23,-5.6,53,1.2,1290,-13.6,0.0,0.0,0.0,211,0,0,0,1,0,1,0,1
336,0,-5.7,53,0.6,1262,-13.7,0.0,0.0,0.0,227,0,0,0,1,0,1,0,1
337,1,-6.3,57,0.4,1148,-13.4,0.0,0.0,0.0,241,0,0,0,1,0,1,0,1
338,2,-6.8,58,0.4,1089,-13.6,0.0,0.0,0.0,162,0,0,0,1,0,1,0,1
339,3,-6.9,56,0.5,1111,-14.2,0.0,0.0,0.0,110,0,0,0,1,0,1,0,1
340,4,-7.1,59,0.8,1058,-13.7,0.0,0.0,0.0,69,0,0,0,1,0,1,0,1
341,5,-7.5,64,0.9,989,-13.1,0.0,0.0,0.0,68,0,0,0,1,0,1,0,1
342,6,-7.4,64,0.7,906,-13.0,0.0,0.0,0.0,129,0,0,0,1,0,1,0,1
343,7,-7.0,63,0.6,865,-12.8,0.0,0.0,0.0,285,0,0,0,1,0,1,0,1
344,8,-6.6,64,1.1,791,-12.2,0.0,0.0,0.0,658,0,0,0,1,0,1,0,1
345,9,-5.9,60,0.6,691,-12.4,0.09,0.0,0.0,330,0,0,0,1,0,1,0,1
346,10,-4.6,52,0.8,648,-12.9,0.34,0.0,0.0,221,0,0,0,1,0,1,0,1
347,11,-2.9,46,1.0,809,-12.9,0.42,0.0,0.0,279,0,0,0,1,0,1,0,1
348,12,-2.5,43,0.7,895,-13.3,0.34,0.0,0.0,309,0,0,0,1,0,1,0,1
349,13,-1.6,40,0.3,868,-13.4,0.32,0.0,0.0,325,0,0,0,1,0,1,0,1
350,14,-0.7,39,0.8,826,-12.9,0.35,0.0,0.0,329,0,0,0,1,0,1,0,1
351,15,0.1,35,1.5,946,-13.5,0.42,0.0,0.0,342,0,0,0,1,0,1,0,1
352,16,0.0,37,0.6,994,-12.9,0.13,0.0,0.0,354,0,0,0,1,0,1,0,1
353,17,-0.2,39,0.8,1016,-12.5,0.0,0.0,0.0,464,0,0,0,1,0,1,0,1
354,18,0.1,43,0.9,1485,-11.0,0.0,0.0,0.0,682,0,0,0,1,0,1,0,1
355,19,0.6,41,1.2,1550,-11.1,0.0,0.0,0.0,451,0,0,0,1,0,1,0,1
356,20,0.9,42,1.2,1113,-10.5,0.0,0.0,0.0,320,0,0,0,1,0,1,0,1
357,21,0.7,47,2.7,1283,-9.3,0.0,0.0,0.0,300,0,0,0,1,0,1,0,1
358,22,-0.1,49,2.0,870,-9.5,0.0,0.0,0.0,296,0,0,0,1,0,1,0,1
359,23,-1.3,60,2.5,792,-8.0,0.0,0.0,0.0,247,0,0,0,1,0,1,0,1
360,0,-2.6,73,3.4,787,-6.7,0.0,0.0,0.0,217,0,0,0,1,0,1,0,1
361,1,-3.4,76,2.9,582,-7.0,0.0,0.0,0.0,302,0,0,0,1,0,1,0,1
362,2,-4.1,73,2.1,567,-8.2,0.0,0.0,0.0,228,0,0,0,1,0,1,0,1
363,3,-4.5,71,1.6,651,-8.9,0.0,0.0,0.0,129,0,0,0,1,0,1,0,1
364,4,-5.0,70,2.7,702,-9.6,0.0,0.0,0.0,80,0,0,0,1,0,1,0,1
365,5,-5.6,72,2.0,662,-9.8,0.0,0.0,0.0,45,0,0,0,1,0,1,0,1
366,6,-6.1,69,2.9,765,-10.8,0.0,0.0,0.0,66,0,0,0,1,0,1,0,1
367,7,-6.7,64,2.1,977,-12.3,0.0,0.0,0.0,90,0,0,0,1,0,1,0,1
368,8,-7.3,62,2.6,1112,-13.3,0.0,0.0,0.0,190,0,0,0,1,0,1,0,1
369,9,-7.2,47,2.8,1724,-16.6,0.18,0.0,0.0,195,0,0,0,1,0,1,0,1
370,10,-6.2,42,2.3,1893,-17.0,0.52,0.0,0.0,201,0,0,0,1,0,1,0,1
371,11,-5.2,30,4.0,1991,-20.1,0.86,0.0,0.0,239,0,0,0,1,0,1,0,1
372,12,-4.1,28,3.8,1998,-19.9,1.08,0.0,0.0,252,0,0,0,1,0,1,0,1
373,13,-3.7,23,4.0,1980,-21.8,1.12,0.0,0.0,296,0,0,0,1,0,1,0,1
374,14,-3.4,22,4.3,1966,-22.1,1.07,0.0,0.0,292,0,0,0,1,0,1,0,1
376,16,-3.3,24,3.5,2000,-21.0,0.54,0.0,0.0,258,0,0,0,1,0,1,0,1
377,17,-4.6,26,2.6,2000,-21.2,0.17,0.0,0.0,277,0,0,0,1,0,1,0,1
378,18,-5.3,28,3.5,2000,-21.0,0.0,0.0,0.0,212,0,0,0,1,0,1,0,1
379,19,-6.0,32,2.4,2000,-20.0,0.0,0.0,0.0,173,0,0,0,1,0,1,0,1
380,20,-6.6,37,3.4,2000,-18.9,0.0,0.0,0.0,143,0,0,0,1,0,1,0,1
381,21,-7.1,39,3.2,2000,-18.7,0.0,0.0,0.0,159,0,0,0,1,0,1,0,1
382,22,-7.6,41,1.6,2000,-18.6,0.0,0.0,0.0,155,0,0,0,1,0,1,0,1
383,23,-8.0,41,2.2,2000,-18.9,0.0,0.0,0.0,142,0,0,0,1,0,1,0,1
384,0,-8.1,41,2.0,2000,-19.0,0.0,0.0,0.0,175,0,0,0,1,0,1,0,1
385,1,-8.4,40,1.6,2000,-19.6,0.0,0.0,0.0,146,0,0,0,1,0,1,0,1
386,2,-8.7,40,2.8,2000,-19.8,0.0,0.0,0.0,132,0,0,0,1,0,1,0,1
387,3,-9.0,40,3.1,2000,-20.1,0.0,0.0,0.0,100,0,0,0,1,0,1,0,1
388,4,-9.5,40,1.9,2000,-20.6,0.0,0.0,0.0,41,0,0,0,1,0,1,0,1
389,5,-9.7,41,3.1,2000,-20.5,0.0,0.0,0.0,31,0,0,0,1,0,1,0,1
390,6,-9.9,42,2.3,2000,-20.4,0.0,0.0,0.0,39,0,0,0,1,0,1,0,1
391,7,-10.2,42,2.3,2000,-20.6,0.0,0.0,0.0,53,0,0,0,1,0,1,0,1
392,8,-10.7,43,0.9,2000,-20.8,0.0,0.0,0.0,94,0,0,0,1,0,1,0,1
393,9,-10.5,38,1.1,1950,-22.1,0.19,0.0,0.0,122,0,0,0,1,0,1,0,1
394,10,-8.5,31,1.5,1997,-22.6,0.58,0.0,0.0,142,0,0,0,1,0,1,0,1
395,11,-7.2,29,1.8,1926,-22.2,0.88,0.0,0.0,189,0,0,0,1,0,1,0,1
396,12,-4.9,25,2.6,1966,-21.9,1.08,0.0,0.0,216,0,0,0,1,0,1,0,1
397,13,-4.5,25,3.2,1989,-21.6,1.14,0.0,0.0,223,0,0,0,1,0,1,0,1
398,14,-3.2,26,3.1,1933,-20.0,1.07,0.0,0.0,268,0,0,0,1,0,1,0,1
399,15,-2.5,28,2.0,2000,-18.5,0.85,0.0,0.0,278,0,0,0,1,0,1,0,1
400,16,-2.7,31,2.3,2000,-17.5,0.54,0.0,0.0,256,0,0,0,1,0,1,0,1
401,17,-3.8,35,2.4,2000,-17.0,0.17,0.0,0.0,266,0,0,0,1,0,1,0,1
402,18,-4.7,37,1.8,2000,-17.2,0.01,0.0,0.0,204,0,0,0,1,0,1,0,1
403,19,-5.6,39,1.1,2000,-17.3,0.0,0.0,0.0,157,0,0,0,1,0,1,0,1
404,20,-6.0,42,0.8,2000,-16.8,0.0,0.0,0.0,166,0,0,0,1,0,1,0,1
405,21,-6.5,45,0.7,2000,-16.4,0.0,0.0,0.0,168,0,0,0,1,0,1,0,1
406,22,-6.6,50,0.6,1990,-15.3,0.0,0.0,0.0,172,0,0,0,1,0,1,0,1
407,23,-6.9,53,0.7,2000,-14.8,0.0,0.0,0.0,138,0,0,0,1,0,1,0,1
408,0,-5.9,50,0.6,2000,-14.6,0.0,0.0,0.0,151,0,0,0,1,0,1,0,1
409,1,-5.3,48,0.4,1664,-14.6,0.0,0.0,0.0,97,0,0,0,1,0,1,0,1
410,2,-5.0,65,0.4,990,-10.5,0.0,0.0,0.2,38,0,0,0,1,0,1,0,1
411,3,-5.3,76,1.0,767,-8.8,0.0,0.3,0.5,32,0,0,0,1,0,1,0,1
412,4,-5.4,81,0.7,270,-8.1,0.0,0.0,0.7,29,0,0,0,1,0,1,0,1
413,5,-5.3,81,0.9,923,-8.0,0.0,0.0,0.8,27,0,0,0,1,0,1,0,1
495,15,4.4,46,1.4,1113,-6.2,0.78,0.0,1.0,316,0,0,0,1,0,1,0,1
496,16,4.1,51,1.8,1112,-5.1,0.48,0.0,0.9,301,0,0,0,1,0,1,0,1
497,17,2.9,60,1.3,1193,-4.1,0.16,0.0,0.8,366,0,0,0,1,0,1,0,1
498,18,1.7,64,1.3,1140,-4.3,0.0,0.0,0.8,531,0,0,0,1,0,1,0,1
499,19,0.8,71,0.9,923,-3.8,0.0,0.0,0.8,355,0,0,0,1,0,1,0,1
500,20,0.2,72,0.7,990,-4.2,0.0,0.0,0.8,288,0,0,0,1,0,1,0,1
501,21,-0.4,74,0.6,1065,-4.4,0.0,0.0,0.8,248,0,0,0,1,0,1,0,1
502,22,-1.1,78,0.6,865,-4.4,0.0,0.0,0.8,252,0,0,0,1,0,1,0,1
503,23,-1.5,79,0.6,821,-4.6,0.0,0.0,0.8,212,0,0,0,1,0,1,0,1
504,0,-1.7,79,0.5,794,-4.8,0.0,0.0,0.8,196,0,0,0,1,1,0,0,1
505,1,-1.6,79,0.6,784,-4.7,0.0,0.0,0.8,250,0,0,0,1,1,0,0,1
506,2,-1.1,79,0.7,736,-4.2,0.0,0.0,0.8,161,0,0,0,1,1,0,0,1
507,3,-0.6,76,0.5,789,-4.3,0.0,0.0,0.7,99,0,0,0,1,1,0,0,1
508,4,-0.3,76,0.9,760,-4.0,0.0,0.0,0.7,64,0,0,0,1,1,0,0,1
509,5,-0.2,73,0.8,880,-4.4,0.0,0.0,0.7,76,0,0,0,1,1,0,0,1
510,6,-0.1,71,0.8,895,-4.7,0.0,0.0,0.7,114,0,0,0,1,1,0,0,1
511,7,-0.3,72,0.7,919,-4.7,0.0,0.0,0.7,283,0,0,0,1,1,0,0,1
512,8,-0.4,69,0.5,904,-5.4,0.0,0.0,0.7,544,0,0,0,1,1,0,0,1
513,9,0.3,67,0.7,897,-5.1,0.03,0.0,0.6,298,0,0,0,1,1,0,0,1
514,10,1.4,64,1.0,897,-4.6,0.25,0.0,0.5,248,0,0,0,1,1,0,0,1
515,11,3.1,57,0.8,804,-4.6,0.63,0.0,0.0,278,0,0,0,1,1,0,0,1
516,12,4.5,56,0.8,836,-3.5,0.71,0.0,0.0,301,0,0,0,1,1,0,0,1
517,13,5.4,55,1.2,820,-2.9,0.66,0.0,0.0,320,0,0,0,1,1,0,0,1
518,14,5.9,55,0.6,779,-2.4,0.48,0.0,0.0,326,0,0,0,1,1,0,0,1
519,15,6.5,55,0.9,801,-1.9,0.38,0.0,0.0,386,0,0,0,1,1,0,0,1
520,16,6.0,58,0.7,732,-1.6,0.19,0.0,0.0,416,0,0,0,1,1,0,0,1
521,17,5.4,61,1.3,691,-1.5,0.08,0.0,0.0,477,0,0,0,1,1,0,0,1
522,18,4.9,63,0.6,677,-1.5,0.0,0.0,0.0,671,0,0,0,1,1,0,0,1
523,19,5.2,64,0.7,691,-1.0,0.0,0.0,0.0,481,0,0,0,1,1,0,0,1
524,20,5.9,67,1.3,779,0.2,0.0,0.0,0.0,323,0,0,0,1,1,0,0,1
525,21,6.1,70,2.2,763,1.0,0.0,0.0,0.0,309,0,0,0,1,1,0,0,1
526,22,6.1,70,2.7,806,1.0,0.0,0.0,0.0,314,0,0,0,1,1,0,0,1
527,23,5.8,74,2.5,832,1.5,0.0,0.0,0.0,249,0,0,0,1,1,0,0,1
528,0,5.8,75,1.9,788,1.7,0.0,0.0,0.0,282,0,0,0,1,0,1,0,1
529,1,5.7,75,1.7,706,1.6,0.0,0.0,0.0,337,0,0,0,1,0,1,0,1
530,2,5.6,76,1.6,641,1.6,0.0,0.0,0.0,312,0,0,0,1,0,1,0,1
531,3,5.4,77,1.6,583,1.6,0.0,0.0,0.0,230,0,0,0,1,0,1,0,1
532,4,5.3,79,0.9,506,1.9,0.0,0.0,0.0,120,0,0,0,1,0,1,0,1
533,5,5.0,81,1.2,425,2.0,0.0,0.0,0.0,59,0,0,0,1,0,1,0,1
534,6,5.1,81,1.3,375,2.1,0.0,0.0,0.0,63,0,0,0,1,0,1,0,1
535,7,5.1,82,0.7,334,2.2,0.0,0.0,0.0,99,0,0,0,1,0,1,0,1
536,8,5.1,83,0.9,297,2.4,0.0,0.0,0.0,188,0,0,0,1,0,1,0,1
537,9,5.2,84,0.7,226,2.7,0.03,0.0,0.0,239,0,0,0,1,0,1,0,1
538,10,5.4,82,1.2,215,2.5,0.13,0.0,0.0,235,0,0,0,1,0,1,0,1
539,11,5.7,81,1.1,192,2.6,0.18,0.0,0.0,282,0,0,0,1,0,1,0,1
540,12,7.0,72,1.9,246,2.2,0.64,0.0,0.0,325,0,0,0,1,0,1,0,1
541,13,7.7,68,1.0,249,2.1,0.58,0.0,0.0,423,0,0,0,1,0,1,0,1
542,14,8.6,63,1.6,263,1.9,0.72,0.0,0.0,405,0,0,0,1,0,1,0,1
543,15,8.6,64,1.5,269,2.1,0.57,0.0,0.0,443,0,0,0,1,0,1,0,1
544,16,8.2,64,1.0,281,1.7,0.32,0.0,0.0,473,0,0,0,1,0,1,0,1
545,17,7.7,67,0.9,264,1.9,0.11,0.0,0.0,453,0,0,0,1,0,1,0,1
546,18,6.6,73,0.4,229,2.0,0.0,0.0,0.0,340,0,0,0,1,0,1,0,1
547,19,6.0,76,1.1,219,2.0,0.0,0.0,0.0,260,0,0,0,1,0,1,0,1
548,20,5.9,75,1.5,222,1.7,0.0,0.0,0.0,258,0,0,0,1,0,1,0,1
549,21,5.6,77,0.9,212,1.8,0.0,0.0,0.0,279,0,0,0,1,0,1,0,1
550,22,5.3,79,0.6,200,1.9,0.0,0.0,0.0,282,0,0,0,1,0,1,0,1
551,23,5.5,80,0.6,185,2.3,0.0,0.0,0.0,237,0,0,0,1,0,1,0,1
552,0,5.6,78,0.6,196,2.0,0.0,0.0,0.0,266,0,0,0,1,1,0,0,1
553,1,5.6,78,0.5,197,2.0,0.0,0.0,0.0,251,0,0,0,1,1,0,0,1
554,2,5.4,80,0.9,190,2.2,0.0,0.0,0.0,196,0,0,0,1,1,0,0,1
555,3,5.2,82,0.8,190,2.3,0.0,0.0,0.0,149,0,0,0,1,1,0,0,1
556,4,5.2,82,0.7,189,2.3,0.0,0.0,0.0,79,0,0,0,1,1,0,0,1
557,5,5.1,82,0.6,185,2.2,0.0,0.0,0.0,44,0,0,0,1,1,0,0,1
558,6,4.9,84,1.3,159,2.4,0.0,0.1,0.0,12,0,0,0,1,1,0,0,1
559,7,4.7,89,1.1,100,3.0,0.0,0.0,0.0,3,0,0,0,1,1,0,0,1
560,8,4.6,91,1.7,95,3.2,0.0,0.0,0.0,4,0,0,0,1,1,0,0,1
562,10,4.8,96,0.6,87,4.2,0.04,0.0,0.0,4,0,0,0,1,1,0,0,1
563,11,4.6,95,0.8,156,3.8,0.05,0.0,0.0,9,0,0,0,1,1,0,0,1
565,13,3.7,90,0.7,744,2.2,0.15,0.0,0.0,7,0,0,0,1,1,0,0,1
566,14,3.3,90,2.5,561,1.8,0.19,0.0,0.0,28,0,0,0,1,1,0,0,1
567,15,2.9,90,2.0,380,1.4,0.08,3.5,0.0,38,0,0,0,1,1,0,0,1
568,16,2.3,91,3.3,270,0.9,0.07,0.0,0.0,54,0,0,0,1,1,0,0,1
569,17,2.2,86,2.6,605,0.0,0.04,0.0,0.0,104,0,0,0,1,1,0,0,1
570,18,1.9,82,4.3,699,-0.8,0.01,0.5,0.0,128,0,0,0,1,1,0,0,1
571,19,1.1,68,4.4,695,-4.1,0.0,0.0,0.0,132,0,0,0,1,1,0,0,1
572,20,0.6,67,3.3,506,-4.8,0.0,0.0,0.0,116,0,0,0,1,1,0,0,1
573,21,0.4,69,3.5,477,-4.6,0.0,0.0,0.0,145,0,0,0,1,1,0,0,1
574,22,0.2,69,2.7,565,-4.8,0.0,0.0,0.0,110,0,0,0,1,1,0,0,1
575,23,0.0,63,3.2,884,-6.2,0.0,0.0,0.0,128,0,0,0,1,1,0,0,1
576,0,-0.6,64,2.4,1010,-6.5,0.0,0.0,0.0,160,0,0,0,1,1,0,0,1
577,1,-1.2,57,4.3,1429,-8.6,0.0,0.0,0.0,132,0,0,0,1,1,0,0,1
578,2,-1.8,53,4.1,1825,-10.1,0.0,0.0,0.0,115,0,0,0,1,1,0,0,1
579,3,-2.3,52,3.4,1947,-10.8,0.0,0.0,0.0,100,0,0,0,1,1,0,0,1
580,4,-3.0,51,3.2,2000,-11.7,0.0,0.0,0.0,72,0,0,0,1,1,0,0,1
581,5,-3.7,51,2.6,2000,-12.3,0.0,0.0,0.0,32,0,0,0,1,1,0,0,1
582,6,-4.1,50,3.0,2000,-13.0,0.0,0.0,0.0,59,0,0,0,1,1,0,0,1
583,7,-4.6,46,2.8,2000,-14.4,0.0,0.0,0.0,61,0,0,0,1,1,0,0,1
584,8,-4.9,44,3.0,2000,-15.3,0.0,0.0,0.0,94,0,0,0,1,1,0,0,1
585,9,-4.6,40,3.5,2000,-16.1,0.18,0.0,0.0,107,0,0,0,1,1,0,0,1
586,10,-3.7,35,3.7,1937,-16.9,0.57,0.0,0.0,133,0,0,0,1,1,0,0,1
587,11,-2.8,35,2.9,1984,-16.1,0.87,0.0,0.0,179,0,0,0,1,1,0,0,1
588,12,-1.6,33,2.5,1874,-15.8,1.18,0.0,0.0,221,0,0,0,1,1,0,0,1
589,13,-1.5,33,3.8,2000,-15.7,1.18,0.0,0.0,244,0,0,0,1,1,0,0,1
590,14,-0.4,31,2.0,2000,-15.5,1.1,0.0,0.0,274,0,0,0,1,1,0,0,1
591,15,0.4,28,2.5,2000,-16.0,0.9,0.0,0.0,319,0,0,0,1,1,0,0,1
592,16,0.4,27,2.0,2000,-16.4,0.58,0.0,0.0,272,0,0,0,1,1,0,0,1
593,17,-0.7,29,2.0,2000,-16.5,0.21,0.0,0.0,260,0,0,0,1,1,0,0,1
594,18,-1.6,33,2.0,2000,-15.8,0.0,0.0,0.0,237,0,0,0,1,1,0,0,1
595,19,-1.8,41,2.1,2000,-13.3,0.0,0.0,0.0,184,0,0,0,1,1,0,0,1
596,20,-2.1,49,1.7,2000,-11.4,0.0,0.0,0.0,181,0,0,0,1,1,0,0,1
597,21,-1.7,51,1.7,2000,-10.5,0.0,0.0,0.0,185,0,0,0,1,1,0,0,1
598,22,-1.3,53,1.7,2000,-9.6,0.0,0.0,0.0,176,0,0,0,1,1,0,0,1
599,23,-1.0,55,1.9,2000,-8.9,0.0,0.0,0.0,169,0,0,0,1,1,0,0,1
600,0,-1.4,58,1.0,1880,-8.6,0.0,0.0,0.0,178,0,0,0,1,0,1,0,1
601,1,-1.5,62,1.3,2000,-7.8,0.0,0.0,0.0,127,0,0,0,1,0,1,0,1
602,2,-2.1,69,1.0,1995,-7.0,0.0,0.0,0.0,85,0,0,0,1,0,1,0,1
603,3,-2.6,70,1.0,1992,-7.3,0.0,0.0,0.0,72,0,0,0,1,0,1,0,1
604,4,-2.6,72,1.4,1929,-6.9,0.0,0.0,0.0,49,0,0,0,1,0,1,0,1
605,5,-2.9,77,0.8,1833,-6.3,0.0,0.0,0.0,65,0,0,0,1,0,1,0,1
606,6,-2.8,73,0.7,1906,-6.9,0.0,0.0,0.0,120,0,0,0,1,0,1,0,1
607,7,-2.9,73,1.9,1911,-7.0,0.0,0.0,0.0,296,0,0,0,1,0,1,0,1
608,8,-2.7,68,2.2,1919,-7.7,0.0,0.0,0.0,578,0,0,0,1,0,1,0,1
609,9,-2.8,52,2.9,1895,-11.3,0.16,0.0,0.0,293,0,0,0,1,0,1,0,1
610,10,-2.2,36,4.1,1930,-15.2,0.53,0.0,0.0,180,0,0,0,1,0,1,0,1
611,11,-2.1,28,4.9,1887,-18.2,0.87,0.0,0.0,250,0,0,0,1,0,1,0,1
612,12,-1.3,23,4.0,2000,-19.8,1.09,0.0,0.0,262,0,0,0,1,0,1,0,1
613,13,-2.0,15,4.7,1970,-25.2,1.18,0.0,0.0,262,0,0,0,1,0,1,0,1
614,14,-1.6,20,4.3,2000,-21.6,1.11,0.0,0.0,271,0,0,0,1,0,1,0,1
616,16,-1.9,17,3.3,2000,-23.7,0.61,0.0,0.0,282,0,0,0,1,0,1,0,1
617,17,-3.6,20,3.7,2000,-23.3,0.23,0.0,0.0,350,0,0,0,1,0,1,0,1
618,18,-4.7,23,3.4,2000,-22.7,0.01,0.0,0.0,481,0,0,0,1,0,1,0,1
619,19,-5.4,27,3.0,2000,-21.5,0.0,0.0,0.0,317,0,0,0,1,0,1,0,1
620,20,-6.1,32,4.7,2000,-20.1,0.0,0.0,0.0,252,0,0,0,1,0,1,0,1
621,21,-6.6,39,3.2,2000,-18.2,0.0,0.0,0.0,220,0,0,0,1,0,1,0,1
622,22,-7.2,38,3.1,2000,-19.1,0.0,0.0,0.0,213,0,0,0,1,0,1,0,1
623,23,-7.5,37,3.1,2000,-19.7,0.0,0.0,0.0,156,0,0,0,1,0,1,0,1
624,0,-7.9,37,2.2,2000,-20.0,0.0,0.0,0.0,133,0,0,0,1,0,1,0,1
625,1,-8.2,39,1.8,2000,-19.7,0.0,0.0,0.0,142,0,0,0,1,0,1,0,1
